Тикер;Шаг цены;Комиссия;Начало периода;Конец периода;Индекс начала периода;Индекс конца периода;Полное название стратегии;Сокращенное название стратегии;Описание стратегии
RTS.F;10;2.5;18 12 2020;17 06 2021;16;17;Обратная MonkeyN;Обратная MonkeyN;[ Обратная | MonkeyN | Тип закрытия: FixPercect | N: 100 | Stop: 100 | Уровень ранзака: 3 | % Закрытия: 100 | Фильтр вне ранзака: False | Фильтр выше-ниже: True | Динамический стоп: True ]

Направление;Тип закрытия;Индекс входа;Индекс выхода;Цена входа;Цена выхода;Причина входа;Причина выхода
S;Stop;120150930;120151076;140760;140860;;;
S;Stop;120151734;120151919;140900;141000;;;
S;SoftwareClose;120146705;120152118;141370;141030;Фиксированная 8;;
S;SoftwareClose;120140194;120152118;141440;141030;Фиксированная 7;;
S;SoftwareClose;120140030;120152118;141470;141030;Фиксированная 6;;
S;SoftwareClose;120138267;120152118;141580;141030;Фиксированная 5;;
S;SoftwareClose;120137906;120152118;141660;141030;Фиксированная 4;;
S;SoftwareClose;120136054;120152118;141820;141030;Фиксированная 3;;
S;SoftwareClose;120135813;120152118;141870;141030;Фиксированная 2;;
S;SoftwareClose;120133400;120152118;142350;141030;Фиксированная 1;;
B;Stop;120152117;120152272;141010;141010;;;
B;Stop;120152264;120152331;141030;140930;;;
B;Stop;120151415;120152500;140890;140890;;;
S;Stop;120152731;120152786;140860;140960;;;
S;Stop;120152381;120152912;141010;141010;;;
B;Stop;120153149;120153311;140950;140850;;;
S;Stop;120153386;120153464;140950;141050;;;
B;Stop;120153499;120153854;140950;140850;;;
S;SoftwareClose;120154098;120154534;140800;140850;Фиксированная 3;;
S;SoftwareClose;120153682;120154534;140960;140850;Фиксированная 2;;
S;SoftwareClose;120153555;120154534;141020;140850;Фиксированная 1;;
S;Stop;120155187;120155341;140860;140960;;;
S;Stop;120155628;120156048;141030;141030;;;
S;Stop;120156038;120156098;141010;141110;;;
B;Stop;120155464;120156201;140980;140980;;;
S;Stop;120156279;120156354;141060;141160;;;
B;Stop;120157065;120157191;141390;141290;;;
B;SoftwareClose;120156195;120157257;141020;141370;Фиксированная 1;;
S;Stop;120157583;120157787;141290;141290;;;
S;Stop;120157706;120157813;141240;141340;;;
S;Stop;120157256;120157858;141380;141380;;;
B;Stop;120158049;120158602;141370;141370;;;
S;SoftwareClose;120158312;120158611;141450;141370;Фиксированная 1;;
B;Stop;120159374;120159641;141740;141640;;;
B;Stop;120158553;120160003;141400;141400;;;
S;Stop;120160750;120161060;141190;141290;;;
B;Stop;120161435;120161765;141360;141260;;;
S;Stop;120161862;120161951;141330;141430;;;
B;Stop;120162060;120162183;141340;141240;;;
S;Stop;120162252;120162462;141310;141310;;;
S;Stop;120162425;120162489;141240;141340;;;
B;Stop;120162630;120162700;141310;141210;;;
S;Stop;120162771;120162854;141280;141380;;;
B;Stop;120163454;120163687;141540;141440;;;
B;Stop;120163117;120164020;141320;141320;;;
B;Stop;120162896;120164079;141300;141300;;;
S;Stop;120164193;120164325;141350;141450;;;
S;Stop;120163833;120164337;141460;141460;;;
S;Stop;120164679;120165142;141480;141480;;;
S;Stop;120165064;120165234;141450;141550;;;
B;Stop;120166201;120166272;141780;141680;;;
B;Stop;120165940;120166272;141680;141680;;;
B;Stop;120165346;120166695;141450;141450;;;
B;Stop;120164555;120166701;141430;141430;;;
S;Stop;120167712;120167796;141160;141260;;;
S;Stop;120166937;120167960;141380;141380;;;
B;Stop;120168148;120168407;141320;141220;;;
S;Stop;120168435;120168576;141300;141400;;;
B;Stop;120168667;120169032;141300;141300;;;
B;Stop;120168925;120169062;141360;141260;;;
B;Stop;120169223;120169495;141320;141220;;;
S;Stop;120169134;120169639;141360;141360;;;
B;Stop;120169677;120169786;141270;141170;;;
S;Stop;120171022;120171296;140910;141010;;;
S;Stop;120171455;120171783;141000;141000;;;
S;Stop;120171713;120171834;140950;141050;;;
S;Stop;120170365;120172000;141100;141100;;;
S;Stop;120169561;120172384;141300;141300;;;
S;Stop;120166474;120173836;141660;141660;;;
B;Stop;120173936;120174144;141580;141580;;;
B;Stop;120174096;120174330;141620;141520;;;
S;SoftwareClose;120174451;120174514;141600;141500;Фиксированная 1;;
S;Stop;120174550;120174890;141590;141690;;;
B;Stop;120174993;120175240;141620;141620;;;
B;Stop;120174703;120175342;141570;141570;;;
S;Stop;120175111;120175557;141680;141680;;;
S;Stop;120175518;120175725;141630;141730;;;
B;Stop;120175238;120176033;141620;141620;;;
B;Stop;120175976;120176102;141670;141570;;;
S;Stop;120176305;120176796;141590;141690;;;
B;SoftwareClose;120177697;120177739;141730;141810;Фиксированная 6;;
B;SoftwareClose;120177185;120177739;141700;141810;Фиксированная 5;;
B;SoftwareClose;120173526;120177739;141450;141810;Фиксированная 4;;
B;SoftwareClose;120172877;120177739;141330;141810;Фиксированная 3;;
B;SoftwareClose;120172462;120177739;141200;141810;Фиксированная 2;;
B;SoftwareClose;120171400;120177739;140930;141810;Фиксированная 1;;
S;Stop;120178657;120178740;141860;141960;;;
B;Stop;120178502;120179213;141850;141850;;;
B;Stop;120179089;120179670;141900;141800;;;
B;Stop;120178205;120180009;141700;141700;;;
S;Stop;120179873;120180434;141870;141870;;;
S;Stop;120180074;120180450;141800;141900;;;
B;Stop;120180539;120180716;141810;141710;;;
S;Stop;120180918;120181280;141710;141810;;;
B;Stop;120181110;120181431;141680;141680;;;
B;Stop;120181363;120181709;141710;141610;;;
S;SoftwareClose;120182018;120182203;141610;141540;Фиксированная 2;;
S;SoftwareClose;120179298;120182203;141940;141540;Фиксированная 1;;
S;Stop;120182728;120182892;141670;141770;;;
B;Stop;120183082;120183356;141760;141660;;;
B;Stop;120182840;120183652;141630;141630;;;
B;Stop;120183559;120183670;141700;141600;;;
B;Stop;120182506;120183670;141600;141600;;;
B;Stop;120183847;120184275;141620;141520;;;
B;Stop;120184328;120184419;141490;141390;;;
S;Stop;120184512;120184586;141420;141420;;;
B;Stop;120184707;120184798;141350;141250;;;
S;Stop;120184572;120185140;141410;141430;;;
S;SoftwareClose;120185139;120185217;141440;141300;Фиксированная 4;;
S;SoftwareClose;120184358;120185217;141500;141300;Фиксированная 3;;
S;SoftwareClose;120183714;120185217;141700;141300;Фиксированная 2;;
S;SoftwareClose;120183402;120185217;141740;141300;Фиксированная 1;;
S;Stop;120185262;120185280;141390;141490;;;
B;Stop;120185347;120185508;141410;141410;;;
B;Stop;120185114;120185512;141370;141370;;;
B;Stop;120185454;120185551;141450;141350;;;
B;Stop;120184904;120185726;141270;141270;;;
S;SoftwareClose;120185636;120185791;141420;141180;Фиксированная 1;;
S;Stop;120185965;120186248;141210;141210;;;
S;Stop;120186144;120186377;141150;141250;;;
S;Stop;120185841;120186382;141260;141260;;;
B;Stop;120186322;120186431;141140;141140;;;
B;Stop;120186423;120186477;141170;141070;;;
S;Stop;120186619;120186731;141050;141150;;;
S;Stop;120186988;120187024;141120;141220;;;
B;Stop;120187121;120187331;141210;141110;;;
S;Stop;120187354;120187427;141180;141280;;;
B;Stop;120187455;120187556;141200;141100;;;
B;Stop;120186759;120187628;141070;141070;;;
S;SoftwareClose;120187705;120187768;141140;141090;Фиксированная 2;;
S;SoftwareClose;120187592;120187768;141180;141090;Фиксированная 1;;
B;Stop;120187906;120188010;141180;141080;;;
B;Stop;120186656;120188305;141000;141000;;;
S;Stop;120188481;120188703;141000;141100;;;
S;Stop;120188068;120188705;141120;141120;;;
B;Stop;120188778;120190371;141070;140790;;;
B;Stop;120190395;120190579;140730;140630;;;
S;Stop;120190785;120190921;140530;140630;;;
B;Stop;120190943;120191354;140560;140460;;;
B;Stop;120190833;120191365;140440;140440;;;
S;Stop;120191551;120191810;140430;140430;;;
S;Stop;120191681;120192270;140390;140490;;;
B;Stop;120192448;120192528;140510;140410;;;
S;Stop;120192582;120192642;140490;140590;;;
B;Stop;120192810;120192876;140540;140440;;;
B;Stop;120193086;120193353;140520;140420;;;
B;Stop;120191946;120193362;140370;140370;;;
S;Stop;120192930;120193556;140530;140530;;;
S;Stop;120193433;120193639;140470;140570;;;
S;SoftwareClose;120189015;120193977;141140;140610;Фиксированная 1;;
B;Stop;120193974;120194350;140590;140590;;;
B;Stop;120194218;120194401;140660;140560;;;
B;Stop;120193802;120194479;140510;140510;;;
B;Stop;120193680;120194486;140480;140480;;;
B;Stop;120193494;120194652;140420;140420;;;
S;Stop;120194962;120195404;140440;140440;;;
S;Stop;120195257;120196102;140360;140360;;;
S;Stop;120195931;120196433;140270;140370;;;
S;SoftwareClose;120194726;120196755;140510;140400;Фиксированная 1;;
B;Stop;120196751;120197093;140400;140400;;;
S;Stop;120198322;120198410;140780;140880;;;
B;Stop;120198602;120198893;140870;140870;;;
B;Stop;120198757;120199015;140920;140820;;;
S;Stop;120199127;120199339;140860;140860;;;
B;Stop;120198218;120199411;140720;140720;;;
B;Stop;120197580;120199771;140580;140580;;;
S;Stop;120199837;120200185;140640;140740;;;
S;Stop;120199498;120200247;140780;140780;;;
S;Stop;120199331;120200327;140830;140830;;;
S;Stop;120200662;120200986;140820;140920;;;
B;Stop;120200844;120201039;140790;140790;;;
B;Stop;120200491;120201042;140760;140760;;;
B;Stop;120201017;120201306;140820;140720;;;
B;SoftwareClose;120200230;120201320;140650;140720;Фиксированная 5;;
B;SoftwareClose;120200044;120201320;140620;140720;Фиксированная 4;;
B;SoftwareClose;120197040;120201320;140480;140720;Фиксированная 3;;
B;SoftwareClose;120196482;120201320;140280;140720;Фиксированная 2;;
B;SoftwareClose;120196185;120201320;140260;140720;Фиксированная 1;;
S;Stop;120201616;120201754;140690;140790;;;
S;Stop;120201170;120201818;140840;140840;;;
B;Stop;120201910;120201966;140750;140650;;;
S;Stop;120202385;120203000;140560;140660;;;
B;Stop;120202588;120203042;140550;140550;;;
S;SoftwareClose;120203362;120203418;140600;140520;Фиксированная 2;;
S;SoftwareClose;120202056;120203418;140710;140520;Фиксированная 1;;
B;Stop;120203500;120203603;140580;140580;;;
B;Stop;120203041;120203621;140560;140560;;;
B;Stop;120203600;120203657;140590;140490;;;
B;Stop;120204196;120204330;140500;140400;;;
S;Stop;120203844;120204621;140510;140510;;;
S;Stop;120204448;120204726;140450;140550;;;
B;Stop;120204855;120205006;140540;140440;;;
B;Stop;120205191;120205248;140500;140400;;;
S;Stop;120206180;120206486;140260;140360;;;
B;Stop;120206628;120206793;140270;140170;;;
S;Stop;120207128;120207402;140170;140170;;;
B;Stop;120207210;120207619;140080;140080;;;
B;Stop;120207550;120207649;140110;140010;;;
S;Stop;120208572;120208679;139800;139900;;;
S;SoftwareClose;120209015;120209209;139850;139850;Фиксированная 4;;
S;SoftwareClose;120207352;120209209;140130;139850;Фиксированная 3;;
S;SoftwareClose;120205483;120209209;140440;139850;Фиксированная 2;;
S;SoftwareClose;120205023;120209209;140540;139850;Фиксированная 1;;
B;Stop;120209538;120209750;139980;139980;;;
B;Stop;120209746;120210096;140000;140000;;;
B;Stop;120210073;120210486;140020;139920;;;
B;Stop;120208938;120211362;139840;139840;;;
S;Stop;120212729;120213210;139640;139640;;;
S;Stop;120212958;120213219;139570;139670;;;
S;Stop;120212237;120213250;139700;139700;;;
S;Stop;120211863;120213541;139770;139770;;;
S;Stop;120211602;120213635;139820;139820;;;
B;Stop;120213727;120214169;139730;139630;;;
B;Stop;120213456;120214169;139630;139630;;;
B;Stop;120214322;120214537;139630;139530;;;
S;Stop;120214760;120214914;139520;139620;;;
S;Stop;120214448;120214996;139640;139640;;;
S;Stop;120214258;120215149;139710;139710;;;
S;SoftwareClose;120213835;120215162;139790;139710;Фиксированная 3;;
S;SoftwareClose;120210725;120215162;139960;139710;Фиксированная 2;;
S;SoftwareClose;120209954;120215162;140040;139710;Фиксированная 1;;
B;Stop;120215508;120215690;139730;139630;;;
S;Stop;120215600;120215784;139770;139770;;;
S;Stop;120215768;120215850;139730;139830;;;
B;Stop;120216104;120216216;139780;139680;;;
S;Stop;120216265;120216512;139750;139750;;;
S;Stop;120216505;120216572;139740;139840;;;
B;Stop;120216364;120216669;139700;139700;;;
B;Stop;120216654;120216722;139760;139660;;;
S;Stop;120217030;120217234;139620;139720;;;
B;Stop;120217562;120217804;139750;139650;;;
B;Stop;120217164;120217835;139600;139600;;;
S;Stop;120218653;120218888;139400;139400;;;
B;Stop;120219438;120219515;139270;139170;;;
S;Stop;120219154;120219934;139330;139330;;;
S;Stop;120219622;120219993;139270;139370;;;
S;Stop;120218885;120220006;139390;139390;;;
B;Stop;120220112;120220376;139310;139210;;;
S;Stop;120220280;120220421;139330;139330;;;
B;Stop;120219782;120220554;139200;139200;;;
S;Stop;120220412;120220983;139310;139310;;;
S;Stop;120220725;120220995;139230;139330;;;
S;Stop;120221405;120221682;139350;139450;;;
B;Stop;120222184;120222512;139560;139460;;;
S;Stop;120222736;120222919;139480;139580;;;
S;Stop;120222373;120222931;139590;139590;;;
S;Stop;120223263;120223484;139540;139640;;;
B;Stop;120223611;120223894;139560;139560;;;
B;Stop;120223047;120223978;139520;139520;;;
S;Stop;120223784;120224143;139630;139630;;;
B;SoftwareClose;120223888;120224144;139580;139620;Фиксированная 3;;
B;SoftwareClose;120221067;120224144;139290;139620;Фиксированная 2;;
B;SoftwareClose;120220928;120224144;139200;139620;Фиксированная 1;;
B;Stop;120225240;120225494;139400;139300;;;
S;Stop;120225047;120225564;139420;139420;;;
S;Stop;120225533;120226109;139390;139390;;;
S;Stop;120226091;120226192;139370;139470;;;
S;SoftwareClose;120224591;120226193;139510;139460;Фиксированная 3;;
S;SoftwareClose;120224352;120226193;139560;139460;Фиксированная 2;;
S;SoftwareClose;120224044;120226193;139590;139460;Фиксированная 1;;
S;Stop;120226533;120226882;139510;139610;;;
B;Stop;120227320;120227535;139630;139530;;;
B;SoftwareClose;120226484;120227536;139470;139540;Фиксированная 2;;
B;SoftwareClose;120225665;120227536;139360;139540;Фиксированная 1;;
S;Stop;120227574;120227708;139620;139720;;;
B;Stop;120227843;120228019;139650;139550;;;
S;Stop;120228337;120228493;139500;139500;;;
S;Stop;120228490;120228663;139490;139590;;;
B;Stop;120228816;120229186;139540;139440;;;
B;Stop;120228417;120229187;139430;139430;;;
S;Stop;120229279;120229617;139520;139520;;;
S;SoftwareClose;120229566;120230952;139510;139440;Фиксированная 2;;
S;SoftwareClose;120227939;120230952;139700;139440;Фиксированная 1;;
S;Stop;120231708;120231947;139610;139710;;;
B;Stop;120232474;120232673;139740;139640;;;
B;Stop;120232107;120232681;139630;139630;;;
B;Stop;120232958;120233205;139650;139550;;;
B;Stop;120231438;120233206;139540;139540;;;
B;Stop;120229853;120233430;139470;139470;;;
S;Stop;120233266;120233605;139580;139580;;;
S;Stop;120233546;120233808;139550;139550;;;
S;Stop;120233806;120233962;139530;139630;;;
S;Stop;120232855;120234057;139690;139690;;;
B;Stop;120234284;120234406;139630;139530;;;
S;Stop;120234461;120234693;139600;139700;;;
B;Stop;120234785;120236280;139600;138880;;;
B;Stop;120234509;120236280;139540;138880;;;
S;Stop;120236428;120236471;138830;138930;;;
B;Stop;120236570;120236709;138860;138760;;;
S;Stop;120237914;120238000;138200;138300;;;
S;Stop;120237607;120238031;138350;138350;;;
S;Stop;120237186;120238268;138510;138510;;;
B;Stop;120238130;120238321;138350;138350;;;
B;Stop;120238306;120238358;138420;138320;;;
B;Stop;120238538;120238566;138380;138280;;;
S;Stop;120238654;120238767;138330;138430;;;
B;Stop;120238864;120238918;138420;138320;;;
B;Stop;120238734;120238918;138320;138320;;;
S;Stop;120239077;120239143;138280;138380;;;
B;Stop;120239205;120239515;138290;138290;;;
B;Stop;120239500;120239541;138350;138250;;;
S;Stop;120239380;120239589;138360;138360;;;
B;Stop;120239608;120239782;138260;138260;;;
B;Stop;120239767;120239801;138290;138190;;;
B;Stop;120240287;120240453;137900;137800;;;
S;Stop;120240547;120240674;137830;137930;;;
S;Stop;120240194;120240678;137970;137970;;;
S;Stop;120239934;120240886;138150;138150;;;
B;Stop;120240999;120241252;138120;138020;;;
S;Stop;120241277;120241377;138080;138180;;;
S;Stop;120241633;120241742;138240;138340;;;
S;Stop;120239560;120241742;138340;138340;;;
B;Stop;120241591;120241808;138220;138220;;;
B;Stop;120241791;120241855;138240;138140;;;
S;SoftwareClose;120241885;120241935;138220;138160;Фиксированная 4;;
S;SoftwareClose;120237121;120241935;138530;138160;Фиксированная 3;;
S;SoftwareClose;120237047;120241935;138570;138160;Фиксированная 2;;
S;SoftwareClose;120236675;120241935;138900;138160;Фиксированная 1;;
B;Stop;120242107;120242239;138300;138300;;;
B;Stop;120242206;120242291;138320;138220;;;
S;Stop;120242376;120242461;138300;138400;;;
B;Stop;120242607;120242618;138370;138270;;;
S;Stop;120242633;120242892;138360;138360;;;
S;Stop;120242821;120242950;138320;138420;;;
B;Stop;120242735;120242991;138280;138280;;;
B;Stop;120242981;120243246;138320;138320;;;
B;Stop;120243245;120243550;138330;138230;;;
S;Stop;120243046;120243647;138370;138370;;;
B;SoftwareClose;120241928;120243648;138170;138360;Фиксированная 1;;
B;Stop;120243677;120243711;138270;138170;;;
S;Stop;120243594;120244250;138320;138320;;;
S;Stop;120244193;120244323;138250;138350;;;
S;Stop;120244423;120244571;138340;138440;;;
B;SoftwareClose;120244852;120246681;138540;138740;Фиксированная 4;;
B;SoftwareClose;120244389;120246681;138250;138740;Фиксированная 3;;
B;SoftwareClose;120244114;120246681;138180;138740;Фиксированная 2;;
B;SoftwareClose;120243921;120246681;138090;138740;Фиксированная 1;;
B;Stop;120246706;120246750;138650;138550;;;
S;Stop;120246803;120246868;138650;138750;;;
S;Stop;120247427;120247560;138870;138970;;;
B;Stop;120248206;120248411;139090;139090;;;
B;Stop;120248409;120248629;139110;139110;;;
B;Stop;120248509;120248934;139160;139060;;;
B;Stop;120247749;120249001;138960;138960;;;
B;Stop;120247267;120249158;138860;138860;;;
S;Stop;120249332;120249378;138950;139050;;;
B;Stop;120249621;120249798;139040;138940;;;
S;Stop;120249840;120249880;139010;139110;;;
B;Stop;120250256;120250427;139240;139140;;;
B;Stop;120250049;120250476;139110;139110;;;
B;Stop;120250689;120250771;139110;139010;;;
B;Stop;120251094;120251210;138930;138830;;;
S;Stop;120251503;120251907;138790;138890;;;
B;Stop;120251827;120252165;138770;138770;;;
B;Stop;120252127;120252190;138830;138730;;;
S;Stop;120252393;120252600;138720;138820;;;
B;Stop;120252469;120252897;138660;138660;;;
B;Stop;120252686;120252919;138730;138630;;;
B;Stop;120253257;120253410;138630;138530;;;
S;Stop;120253591;120253655;138560;138660;;;
S;Stop;120253899;120254127;138590;138690;;;
S;Stop;120253035;120254127;138690;138690;;;
S;SoftwareClose;120251005;120254653;139010;138820;Фиксированная 3;;
S;SoftwareClose;120250587;120254653;139170;138820;Фиксированная 2;;
S;SoftwareClose;120250353;120254653;139260;138820;Фиксированная 1;;
B;Stop;120254932;120255039;138920;138820;;;
B;Stop;120254537;120255039;138820;138820;;;
S;Stop;120255094;120255174;138900;139000;;;
S;Stop;120256594;120256645;139580;139680;;;
B;Stop;120258090;120258227;140070;139970;;;
S;Stop;120258255;120258381;140070;140170;;;
B;Stop;120259069;120259215;140460;140360;;;
S;Stop;120259266;120259533;140440;140540;;;
S;Stop;120259722;120259815;140530;140630;;;
S;Stop;120260111;120260244;140640;140740;;;
B;Stop;120260015;120260573;140630;140630;;;
B;Stop;120260402;120260602;140690;140590;;;
B;Stop;120259587;120261046;140450;140450;;;
S;Stop;120260931;120261263;140580;140580;;;
S;Stop;120261255;120261366;140540;140640;;;
B;Stop;120262333;120262389;141020;140920;;;
S;Stop;120262557;120262672;140880;140980;;;
B;Stop;120262742;120262809;140910;140810;;;
S;Stop;120262841;120262916;140910;141010;;;
B;Stop;120262956;120263124;140920;140920;;;
S;Stop;120263193;120263396;141000;141100;;;
S;Stop;120264084;120264158;141380;141480;;;
B;Stop;120264429;120264576;141460;141360;;;
B;Stop;120263968;120264790;141340;141340;;;
S;Stop;120264688;120264873;141450;141450;;;
B;Stop;120264772;120265006;141380;141280;;;
B;Stop;120263105;120265521;140940;140940;;;
S;Stop;120265691;120266136;140970;141070;;;
B;Stop;120266232;120266398;141040;141040;;;
B;Stop;120266370;120266406;141100;141000;;;
S;Stop;120266496;120266582;141050;141150;;;
B;Stop;120266600;120266686;141050;140950;;;
S;Stop;120266841;120267334;140980;141080;;;
B;Stop;120267066;120267553;140970;140970;;;
S;Stop;120267625;120267767;141030;141130;;;
S;Stop;120268568;120268625;141330;141430;;;
S;Stop;120264857;120268626;141440;141440;;;
S;Stop;120269510;120269573;141580;141680;;;
B;Stop;120269654;120269973;141580;141580;;;
B;Stop;120269882;120269996;141630;141530;;;
B;Stop;120268791;120270188;141420;141420;;;
S;Stop;120270280;120270604;141500;141600;;;
B;Stop;120270706;120270799;141600;141500;;;
B;Stop;120268385;120271023;141300;141300;;;
B;Stop;120271201;120271288;141390;141290;;;
B;SoftwareClose;120267439;120271329;141020;141370;Фиксированная 9;;
B;SoftwareClose;120260984;120271329;140510;141370;Фиксированная 8;;
B;SoftwareClose;120257501;120271329;139880;141370;Фиксированная 7;;
B;SoftwareClose;120257246;120271329;139740;141370;Фиксированная 6;;
B;SoftwareClose;120256897;120271329;139670;141370;Фиксированная 5;;
B;SoftwareClose;120256494;120271329;139520;141370;Фиксированная 4;;
B;SoftwareClose;120256201;120271329;139410;141370;Фиксированная 3;;
B;SoftwareClose;120255410;120271329;139030;141370;Фиксированная 2;;
B;SoftwareClose;120253757;120271329;138560;141370;Фиксированная 1;;
S;Stop;120271862;120272092;141230;141230;;;
S;Stop;120271788;120272237;141280;141280;;;
S;Stop;120271492;120272290;141310;141310;;;
S;Stop;120271932;120272395;141220;141320;;;
S;Stop;120271320;120272450;141360;141360;;;
S;Stop;120271078;120272533;141400;141400;;;
B;Stop;120272697;120272833;141420;141320;;;
S;Stop;120272884;120272951;141420;141520;;;
S;Stop;120273156;120273401;141480;141580;;;
B;Stop;120273324;120273605;141440;141440;;;
B;Stop;120273494;120273615;141520;141420;;;
B;Stop;120273046;120273615;141420;141420;;;
B;Stop;120273868;120274081;141430;141330;;;
S;Stop;120273722;120274230;141470;141470;;;
S;Stop;120274101;120274346;141430;141530;;;
S;Stop;120274644;120274797;141530;141630;;;
S;Stop;120275330;120275572;141810;141910;;;
B;Stop;120276095;120276723;141960;141960;;;
B;Stop;120276567;120276747;142020;141920;;;
S;Stop;120277170;120277291;141890;141990;;;
S;Stop;120277546;120277770;141920;142020;;;
B;Stop;120277983;120278147;142020;141920;;;
B;Stop;120277415;120278155;141890;141890;;;
B;Stop;120275271;120278473;141760;141760;;;
B;Stop;120278403;120278476;141830;141730;;;
B;Stop;120278892;120278970;141760;141660;;;
B;SoftwareClose;120274511;120279369;141470;141680;Фиксированная 3;;
B;SoftwareClose;120274187;120279369;141350;141680;Фиксированная 2;;
B;SoftwareClose;120272355;120279369;141210;141680;Фиксированная 1;;
S;Stop;120279357;120279603;141680;141680;;;
S;Stop;120279588;120280250;141650;141750;;;
S;Stop;120279108;120280250;141750;141750;;;
S;Stop;120280605;120280707;141730;141830;;;
S;SoftwareClose;120278332;120280708;141900;141840;Фиксированная 1;;
B;SoftwareClose;120280452;120281249;141710;142070;Фиксированная 1;;
B;Stop;120281323;120281494;141980;141880;;;
S;Stop;120282894;120283273;141460;141460;;;
S;Stop;120283266;120283506;141450;141550;;;
B;Stop;120283603;120283656;141450;141350;;;
S;Stop;120283946;120284441;141330;141330;;;
S;Stop;120284431;120284645;141310;141410;;;
B;Stop;120284061;120284928;141300;141300;;;
S;Stop;120285033;120285161;141380;141480;;;
B;Stop;120284831;120285274;141370;141370;;;
S;Stop;120285498;120285705;141400;141500;;;
S;Stop;120282459;120285769;141620;141620;;;
B;Stop;120286066;120286417;141710;141610;;;
S;Stop;120286723;120286988;141610;141610;;;
S;Stop;120286963;120287106;141570;141670;;;
S;Stop;120286162;120287144;141760;141760;;;
B;Stop;120287568;120287926;141810;141710;;;
B;Stop;120288574;120288662;141560;141560;;;
B;Stop;120288643;120288737;141570;141470;;;
B;Stop;120285224;120288753;141390;141390;;;
S;Stop;120289225;120289764;141320;141320;;;
S;Stop;120290273;120290435;141140;141240;;;
S;Stop;120289715;120290435;141240;141240;;;
B;Stop;120291351;120291702;141340;141240;;;
B;Stop;120290856;120291703;141230;141230;;;
B;Stop;120292917;120293161;140950;140850;;;
S;Stop;120292550;120293401;140970;140970;;;
B;Stop;120293431;120293572;140870;140770;;;
S;Stop;120293672;120294089;140860;140860;;;
S;Stop;120294036;120294203;140800;140900;;;
S;Stop;120293345;120294407;140940;140940;;;
B;Stop;120293739;120294654;140780;140780;;;
B;Stop;120294557;120294657;140870;140770;;;
S;Stop;120295055;120295160;140720;140820;;;
B;Stop;120295802;120296265;140970;140870;;;
S;Stop;120296796;120297002;140720;140820;;;
S;Stop;120296596;120297005;140850;140850;;;
B;Stop;120297135;120297462;140830;140730;;;
S;Stop;120297758;120297918;140670;140670;;;
S;Stop;120297907;120298037;140640;140740;;;
S;Stop;120297269;120298480;140870;140870;;;
S;Stop;120298391;120298523;140800;140900;;;
B;Stop;120298344;120298668;140750;140750;;;
B;Stop;120298647;120298840;140800;140700;;;
B;Stop;120298113;120298907;140680;140680;;;
S;Stop;120298813;120299070;140840;140840;;;
S;Stop;120298934;120299266;140780;140880;;;
B;Stop;120299140;120299317;140770;140770;;;
B;Stop;120299304;120299382;140780;140680;;;
S;Stop;120299514;120299663;140730;140730;;;
S;Stop;120299652;120299817;140720;140820;;;
B;Stop;120300200;120300899;140830;140730;;;
S;Stop;120301069;120301359;140800;140900;;;
S;Stop;120296000;120301515;140980;140980;;;
B;Stop;120301851;120301905;140830;140730;;;
S;Stop;120301935;120302020;140810;140910;;;
S;SoftwareClose;120288484;120302539;141600;141200;Фиксированная 4;;
S;SoftwareClose;120288008;120302539;141720;141200;Фиксированная 3;;
S;SoftwareClose;120287735;120302539;141840;141200;Фиксированная 2;;
S;SoftwareClose;120281612;120302539;141920;141200;Фиксированная 1;;
S;Stop;120302880;120303162;141200;141300;;;
B;Stop;120303359;120303597;141280;141220;;;
B;Stop;120303723;120303922;141240;141240;;;
B;Stop;120303596;120303953;141210;141210;;;
B;Stop;120302633;120303961;141190;141190;;;
B;Stop;120303846;120303963;141270;141170;;;
S;Stop;120304125;120304317;141210;141310;;;
B;Stop;120304395;120304435;141240;141140;;;
B;SoftwareClose;120302208;120304651;140890;141140;Фиксированная 1;;
S;Stop;120304904;120305062;141050;141050;;;
S;SoftwareClose;120305059;120305153;141040;140960;Фиксированная 3;;
S;SoftwareClose;120304744;120305153;141140;140960;Фиксированная 2;;
S;SoftwareClose;120304650;120305153;141160;140960;Фиксированная 1;;
B;Stop;120304978;120305390;141000;141000;;;
S;Stop;120305470;120305543;141040;141140;;;
B;Stop;120306080;120306338;141220;141120;;;
B;Stop;120305671;120306343;141090;141090;;;
S;Stop;120306680;120306749;141110;141210;;;
B;Stop;120309095;120309136;141720;141620;;;
B;Stop;120309333;120309349;141590;141490;;;
S;Stop;120309393;120309464;141510;141610;;;
S;Stop;120309290;120309464;141610;141610;;;
B;Stop;120309492;120309571;141560;141460;;;
B;SoftwareClose;120307374;120309603;141300;141370;Фиксированная 3;;
B;SoftwareClose;120307172;120309603;141240;141370;Фиксированная 2;;
B;SoftwareClose;120305389;120309603;140990;141370;Фиксированная 1;;
S;Stop;120309694;120309740;141390;141490;;;
B;Stop;120309777;120309813;141400;141300;;;
S;Stop;120309877;120309944;141360;141460;;;
B;Stop;120310090;120310173;141470;141370;;;
S;Stop;120310335;120310400;141350;141450;;;
B;Stop;120310425;120310498;141370;141270;;;
S;Stop;120310560;120310606;141290;141290;;;
S;Stop;120310601;120310823;141280;141280;;;
B;Stop;120310578;120310937;141210;141110;;;
